Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413585,3391955,496,18,13,-107.5
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413455,3391885,492,0,6,-96.67
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413460,3391920,493,0,13,-82.33
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413440,3391900,493,18,13,-78.0
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413575,3391925,495,0,5,-112.5
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413570,3391930,495,0,13,-113.67
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413470,3391910,493,0,5,-101.17
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413510,3391870,492,18,13,-103.0
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413555,3391985,496,0,13,-102.0
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413475,3391905,493,0,5,-109.0
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413560,3391940,495,0,5,-110.8
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413210,3388895,491,21,5,-98.5
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413840,3395100,503,0,5,-96.0
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413350,3392020,501,0,5,-102.53
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413355,3392015,501,0,5,-105.81
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413420,3392090,498,0,12,-85.0
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413685,3392000,496,0,13,-114.5
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,414085,3395330,502,0,5,-90.0
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,414095,3395340,502,0,5,-90.75
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,414120,3395285,503,0,5,-95.0
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,414180,3395265,503,0,5,-105.67
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,414080,3395325,502,0,6,-86.83
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,414090,3395335,502,0,5,-89.33
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,414025,3395300,503,0,6,-94.0
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,414075,3395330,502,0,5,-95.33
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,413990,3395245,503,84,5,-106.5
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,414130,3395105,502,0,5,-97.8
112101,413425.0,3391875.0,23,330,6,4,2585.0,9.2,492,0,5,414120,3395115,502,0,11,-98.0
