Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388595,3395880,537,0,14,-92.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388605,3395890,537,0,14,-90.33
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388755,3396040,540,27,14,-96.86
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388575,3395860,536,27,5,-92.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388565,3395850,536,0,5,-94.22
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388760,3396045,540,27,5,-95.2
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388570,3395855,536,27,5,-100.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388560,3395845,536,0,5,-94.74
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388750,3396035,540,0,14,-98.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388585,3395815,533,18,5,-74.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388580,3395820,534,18,5,-79.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388635,3395765,529,18,5,-93.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388605,3395795,532,18,5,-93.4
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388620,3395780,530,0,5,-95.2
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388615,3395785,531,0,14,-95.18
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388570,3395830,535,0,14,-84.55
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388560,3395840,536,0,5,-92.56
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388565,3395835,535,0,14,-93.14
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388575,3395825,534,0,5,-79.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388610,3395790,531,18,14,-96.25
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388625,3395775,530,0,14,-92.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388630,3395770,529,18,14,-88.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388800,3395820,534,0,5,-98.47
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388810,3395810,534,0,14,-100.73
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388815,3395805,533,0,14,-102.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388805,3395815,534,0,5,-103.11
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390890,3395435,530,0,6,-84.8
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390915,3395420,530,0,6,-83.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390885,3395430,529,0,6,-85.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390175,3395355,528,0,5,-108.67
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388925,3395845,534,0,5,-99.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388800,3395970,536,5,5,-81.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388865,3395945,536,0,14,-91.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388450,3395825,535,0,6,-102.75
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388440,3395835,535,0,5,-103.78
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388445,3395840,536,0,5,-92.44
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388460,3395815,535,0,5,-95.33
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388455,3395830,536,0,6,-103.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388390,3395880,533,0,5,-109.31
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388395,3395875,533,18,5,-109.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388380,3395870,532,18,14,-99.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388370,3395860,531,0,5,-98.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388815,3395945,535,0,14,-79.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388810,3395950,535,0,14,-77.33
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388905,3395855,533,0,5,-98.71
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388860,3395980,535,0,14,-90.67
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388865,3395975,535,0,5,-88.25
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388855,3395985,535,0,5,-87.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388800,3395960,536,0,5,-83.11
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388870,3395970,535,0,5,-92.67
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388805,3395955,535,0,14,-79.86
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391025,3395590,528,0,5,-81.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390990,3395555,529,0,6,-88.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391020,3395585,529,0,5,-87.67
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391030,3395595,529,0,5,-83.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391000,3395565,529,0,6,-79.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391035,3395600,529,0,5,-80.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,387335,3395375,532,0,5,-98.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,387325,3395365,532,5,6,-101.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388505,3395850,537,0,6,-95.2
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388500,3395845,537,0,6,-97.22
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388550,3395895,538,0,5,-97.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388515,3395860,538,0,6,-96.69
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388510,3395855,538,0,6,-95.83
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388485,3395870,538,0,6,-103.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390170,3395340,527,12,5,-117.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390910,3395805,529,0,5,-91.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388495,3395845,537,0,6,-95.33
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388515,3395865,538,0,6,-94.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388575,3395925,539,0,5,-95.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388510,3395870,538,27,5,-94.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388490,3395850,538,0,6,-98.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388530,3395890,538,0,12,-103.67
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388505,3395875,538,27,5,-96.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388500,3395880,538,0,12,-100.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390820,3395475,528,0,6,-89.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390795,3395430,527,0,5,-87.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390785,3395440,528,0,5,-113.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390825,3395480,528,0,6,-84.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390835,3395470,528,0,6,-90.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390650,3395605,529,0,6,-99.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388385,3395880,532,0,5,-107.4
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388395,3395870,533,18,5,-109.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388390,3395865,532,0,5,-108.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388500,3395905,539,0,5,-90.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388495,3395900,539,27,5,-102.75
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388540,3395865,537,0,6,-98.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388545,3395870,537,0,6,-97.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388550,3395875,538,0,6,-98.22
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388520,3395845,537,0,14,-95.79
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388535,3395860,537,0,5,-93.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388600,3395925,538,0,5,-80.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388525,3395850,537,0,14,-96.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388530,3395855,537,0,14,-90.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390945,3395805,529,0,5,-87.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390840,3395590,530,12,5,-103.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390940,3395810,529,0,14,-93.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388425,3395745,531,0,5,-91.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388830,3395885,534,0,6,-90.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388870,3395845,533,18,14,-95.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388875,3395850,533,18,14,-98.2
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388880,3395995,534,0,5,-90.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388885,3396000,534,0,5,-89.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388825,3395900,535,0,5,-101.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388845,3395880,534,18,5,-97.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390880,3395445,529,0,6,-86.25
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390895,3395460,529,0,6,-85.67
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390900,3395435,530,0,6,-83.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390885,3395420,530,0,6,-80.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390915,3395430,529,0,6,-85.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388390,3395885,533,0,5,-109.95
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388395,3395890,533,0,5,-111.8
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388835,3395830,534,0,5,-101.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388820,3395835,534,0,6,-90.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388810,3395805,533,0,5,-99.73
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388800,3395815,534,0,5,-102.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388805,3395820,534,0,14,-97.75
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388815,3395810,534,0,14,-100.86
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391040,3395740,529,0,14,-86.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391115,3395705,531,0,7,-87.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391185,3395795,528,0,14,-90.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391095,3395685,531,0,7,-82.14
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391055,3395725,529,0,5,-83.6
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391080,3395700,530,0,6,-81.86
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391050,3395730,529,0,14,-103.67
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391085,3395695,530,0,5,-81.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391100,3395720,530,0,6,-87.33
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391545,3395275,528,0,5,-106.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391090,3395690,530,0,5,-80.6
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,391790,3395245,530,0,7,-94.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388790,3395900,535,0,5,-78.6
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388765,3395905,535,0,14,-82.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388730,3395880,536,18,5,-79.43
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388770,3395920,536,0,5,-74.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388720,3395870,535,0,14,-90.62
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388725,3395865,535,18,5,-92.2
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388780,3395890,535,18,14,-83.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388705,3395965,539,27,6,-76.67
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388760,3395910,536,0,5,-78.14
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388855,3396030,534,0,6,-82.25
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388835,3396050,535,0,14,-80.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388870,3396005,534,0,5,-86.0
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388885,3395815,533,0,5,-111.33
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388550,3395860,537,0,14,-95.86
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388535,3395875,538,0,6,-104.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388545,3395845,537,27,5,-91.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388555,3395855,537,27,14,-99.57
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388540,3395850,537,0,14,-101.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388505,3395885,538,0,12,-95.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388500,3395890,538,0,5,-93.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388395,3395880,533,18,5,-110.2
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388390,3395875,533,18,5,-107.68
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,388385,3395870,532,18,5,-111.5
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390375,3394645,525,0,5,-98.67
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390810,3395490,529,0,6,-88.67
108401,388765.0,3396040.0,39,180,6,5,2585.0,12.2,539,0,5,390805,3395495,529,0,6,-87.0
